2023,3,161,404-555-1061,79.88,864,127,445.4988098144531
2023,3,162,404-555-1062,17.44,719,786,438.2744140625
2023,3,163,404-555-1063,21.65,981,104,501.1164855957031
2023,3,164,404-555-1064,74.16,929,367,501.9416198730469
2023,3,165,404-555-1065,54.32,630,891,404.6432189941406
2023,3,168,404-555-1068,17.31,385,452,237.8730926513672
2023,3,169,404-555-1069,38.33,205,878,190.6833038330078
2023,3,170,404-555-1070,9.67,876,183,456.3966979980469
2023,3,172,404-555-1072,99.25,242,770,198.99249267578125
2023,3,173,404-555-1073,97.93,536,97,278.6793212890625
2023,3,174,404-555-1074,23.91,516,620,320.2391052246094
2023,3,175,404-555-1075,70.65,284,918,234.50650024414062
2023,3,176,404-555-1076,76.33,273,477,184.9633026123047
2023,3,180,404-555-1080,20.69,891,407,486.40692138671875
2023,3,181,404-555-1081,61.31,920,533,513.9130859375
2023,3,182,404-555-1082,81.23,301,525,203.8123016357422
2023,3,183,404-555-1083,6.51,492,534,299.465087890625
2023,3,184,404-555-1084,47.3,131,963,162.27301025390625
2023,3,185,404-555-1085,49.17,948,491,523.5916748046875
2023,3,186,404-555-1086,61.33,741,309,402.0133056640625
2023,3,187,404-555-1087,93.8,204,606,163.5380096435547
2023,3,189,404-555-1089,61.7,426,215,235.11700439453125
2023,3,190,404-555-1090,15.71,375,186,206.25711059570312
2023,3,191,404-555-1091,86.96,534,619,329.76959228515625
2023,3,192,404-555-1092,80.54,539,482,318.5054016113281
2023,3,193,404-555-1093,47.86,506,271,280.57861328125
2023,3,194,404-555-1094,91.8,367,991,283.51800537109375
2023,3,195,404-555-1095,75.95,772,25,389.2594909667969
2023,3,196,404-555-1096,49.02,231,390,154.99020385742188
2023,3,198,404-555-1098,93.79,598,116,311.53790283203125
2023,3,199,404-555-1099,72.92,627,331,347.3291931152344
2023,3,203,404-555-1103,71.71,503,318,284.01708984375
2023,3,205,404-555-1105,47.88,543,514,323.3787841796875
2023,3,206,404-555-1106,80.35,321,210,182.30349731445312
2023,3,207,404-555-1107,80.79,580,729,363.7078857421875
2023,3,208,404-555-1108,4.65,975,356,523.146484375
2023,3,209,404-555-1109,18.62,348,203,194.4862060546875
2023,3,210,404-555-1110,4.65,675,144,351.9465026855469
2023,3,211,404-555-1111,7.55,719,856,445.1755065917969
2023,3,213,404-555-1113,42.55,521,580,318.9255065917969
2023,3,215,404-555-1115,86.7,439,776,297.9670104980469
2023,3,216,404-555-1116,65.29,223,835,195.65289306640625
2023,3,217,404-555-1117,19.23,440,717,291.8923034667969
2023,3,218,404-555-1118,83.04,486,883,332.1304016113281
2023,3,219,404-555-1119,60.79,188,621,156.70790100097656
2023,3,220,404-555-1120,59.0,692,769,423.489990234375
2023,3,221,404-555-1121,11.58,928,516,515.7158203125
2023,3,222,404-555-1122,28.85,248,883,212.5885009765625
2023,3,223,404-555-1123,35.68,386,303,223.65679931640625
2023,3,224,404-555-1124,15.74,782,189,410.0574035644531
2023,3,225,404-555-1125,96.44,537,299,299.3643798828125
2023,3,226,404-555-1126,41.2,904,166,469.0119934082031
2023,3,227,404-555-1127,15.4,474,338,270.9540100097656
2023,3,228,404-555-1128,8.41,361,551,235.68411254882812
2023,3,229,404-555-1129,81.34,606,988,402.6134033203125
2023,3,230,404-555-1130,51.74,788,162,410.7174072265625
2023,3,231,404-555-1131,26.87,974,300,517.2686767578125
2023,3,232,404-555-1132,72.01,892,66,453.3200988769531
2023,3,233,404-555-1133,63.5,531,829,349.0350036621094
2023,3,234,404-555-1134,48.51,296,388,187.2851104736328
2023,3,235,404-555-1135,52.71,334,72,174.7270965576172
2023,3,236,404-555-1136,67.86,989,356,530.778564453125
2023,3,239,404-555-1139,15.92,964,345,516.6591796875
2023,3,240,404-555-1140,47.56,362,211,202.5756072998047
2023,3,241,404-555-1141,55.26,831,160,432.0526123046875
2023,3,242,404-555-1142,32.9,957,290,507.8290100097656
2023,3,243,404-555-1143,91.44,240,899,210.81439208984375
2023,3,244,404-555-1144,29.39,698,448,394.0939025878906
2023,3,245,404-555-1145,52.17,390,90,204.52169799804688
2023,3,246,404-555-1146,2.76,445,0,222.52760314941406
2023,3,247,404-555-1147,30.89,537,835,352.30889892578125
2023,3,248,404-555-1148,53.62,490,147,260.2362060546875
2023,3,249,404-555-1149,83.29,788,947,489.53289794921875
2023,3,251,404-555-1151,75.98,313,294,186.6597900390625
2023,3,253,404-555-1153,41.48,723,740,435.914794921875
2023,3,254,404-555-1154,88.86,525,383,301.6885986328125
2023,3,255,404-555-1155,36.87,411,310,236.8686981201172
2023,3,256,404-555-1156,31.75,251,392,165.0175018310547
2023,3,257,404-555-1157,8.39,678,814,420.48388671875
2023,3,259,404-555-1159,30.82,461,49,235.70819091796875
2023,3,260,404-555-1160,31.74,907,191,472.91741943359375
2023,3,261,404-555-1161,32.78,569,614,346.227783203125
2023,3,263,404-555-1163,8.27,692,171,363.1827087402344
2023,3,264,404-555-1164,79.27,548,913,366.09271240234375
2023,3,265,404-555-1165,12.47,282,834,224.52468872070312
2023,3,266,404-555-1166,56.23,907,803,534.3623046875
2023,3,267,404-555-1167,51.91,872,315,468.01910400390625
2023,3,268,404-555-1168,12.85,261,960,226.6284942626953
2023,3,269,404-555-1169,28.26,443,804,302.1825866699219
2023,3,270,404-555-1170,48.32,654,480,375.4831848144531
2023,3,272,404-555-1172,59.97,693,767,423.7997131347656
2023,3,273,404-555-1173,96.13,558,428,322.76129150390625
2023,3,274,404-555-1174,72.33,321,64,167.623291015625
2023,3,275,404-555-1175,93.8,531,672,333.63800048828125
2023,3,279,404-555-1179,4.41,420,482,258.2441101074219
2023,3,283,404-555-1183,33.0,423,533,265.1300048828125
2023,3,284,404-555-1184,28.8,855,328,460.5879821777344
2023,3,287,404-555-1187,46.61,701,909,441.8660888671875
2023,3,288,404-555-1188,14.11,896,461,494.2411193847656
2023,3,290,404-555-1190,61.73,755,850,463.1173095703125
2023,3,291,404-555-1191,44.45,848,24,426.844482421875
2023,3,292,404-555-1192,8.75,817,697,478.2875061035156
2023,3,293,404-555-1193,70.25,683,721,414.3025207519531
2023,3,294,404-555-1194,3.97,583,150,306.5397033691406
2023,3,295,404-555-1195,53.22,579,381,328.1322021484375
2023,3,296,404-555-1196,59.8,246,505,174.09799194335938
2023,3,297,404-555-1197,58.72,379,661,256.18719482421875
2023,3,298,404-555-1198,82.13,930,524,518.2213134765625
2023,3,300,404-555-1200,44.93,740,14,371.84930419921875
2023,3,301,404-555-1201,21.21,712,996,455.8121032714844
2023,3,303,404-555-1203,98.43,870,330,468.98431396484375
2023,3,304,404-555-1204,26.63,629,685,383.26629638671875
2023,3,305,404-555-1205,24.22,232,576,173.8422088623047
2023,3,306,404-555-1206,81.9,715,750,433.3190002441406
2023,3,307,404-555-1207,73.58,861,893,520.5358276367188
2023,3,308,404-555-1208,30.79,402,308,232.10791015625
2023,3,310,404-555-1210,79.37,549,296,304.8937072753906
2023,3,311,404-555-1211,82.25,876,601,498.9225158691406
2023,3,314,404-555-1214,46.51,377,801,269.0650939941406
2023,3,316,404-555-1216,57.77,598,821,381.6777038574219
2023,3,317,404-555-1217,86.76,195,824,180.76760864257812
2023,3,318,404-555-1218,18.9,376,444,232.5889892578125
2023,3,319,404-555-1219,99.42,420,328,243.79420471191406
2023,3,320,404-555-1220,58.24,663,346,366.6824035644531
2023,3,321,404-555-1221,15.15,903,601,511.7514953613281
2023,3,322,404-555-1222,75.35,422,414,253.15350341796875
2023,3,323,404-555-1223,38.37,351,173,193.18370056152344
2023,3,324,404-555-1224,73.62,376,66,195.33621215820312
2023,3,327,404-555-1227,58.95,413,533,260.3894958496094
2023,3,329,404-555-1229,20.23,555,162,293.9023132324219
2023,3,332,404-555-1232,72.54,903,153,467.525390625
2023,3,333,404-555-1233,36.32,590,789,374.26318359375
2023,3,334,404-555-1234,5.13,974,383,525.351318359375
2023,3,337,404-555-1237,3.81,470,762,311.23809814453125
2023,3,338,404-555-1238,61.06,993,824,579.5106201171875
2023,3,339,404-555-1239,76.04,648,837,408.4604187011719
2023,3,342,404-555-1242,44.23,361,993,280.2423095703125
2023,3,343,404-555-1243,91.84,247,310,155.41839599609375
2023,3,344,404-555-1244,71.72,428,156,230.31719970703125
2023,3,345,404-555-1245,60.8,427,647,278.8080139160156
2023,3,346,404-555-1246,7.68,423,828,294.3768005371094
2023,3,347,404-555-1247,48.71,735,486,416.58709716796875
2023,3,348,404-555-1248,6.8,199,957,195.26800537109375
2023,3,349,404-555-1249,60.45,593,797,376.80450439453125
2023,3,353,404-555-1253,95.01,203,658,168.25010681152344
2023,3,354,404-555-1254,76.91,369,597,244.96910095214844
2023,3,356,404-555-1256,12.93,915,846,542.2293090820312
2023,3,357,404-555-1257,79.39,946,472,520.993896484375
2023,3,358,404-555-1258,49.34,730,439,409.3934020996094
2023,3,360,404-555-1260,12.31,759,857,465.3231201171875
2023,3,361,404-555-1261,94.04,549,517,327.1404113769531
2023,3,362,404-555-1262,95.63,603,328,335.25628662109375
2023,3,363,404-555-1263,52.8,178,947,184.22799682617188
2023,3,364,404-555-1264,32.88,793,654,462.2287902832031
2023,3,367,404-555-1267,34.6,963,962,578.0460205078125
2023,3,368,404-555-1268,72.05,684,4,343.1204833984375
2023,3,370,404-555-1270,34.44,764,986,480.94439697265625
2023,3,374,404-555-1274,86.45,469,854,320.7644958496094
2023,3,375,404-555-1275,90.55,591,746,371.0054931640625
2023,3,376,404-555-1276,77.29,599,452,345.472900390625
2023,3,377,404-555-1277,21.72,960,398,520.0172119140625
2023,3,378,404-555-1278,56.8,552,309,307.4679870605469
2023,3,379,404-555-1279,47.88,601,591,360.07879638671875
2023,3,380,404-555-1280,64.97,333,829,250.04971313476562
2023,3,382,404-555-1282,93.39,167,908,175.23390197753906
2023,3,384,404-555-1284,51.98,365,641,247.11981201171875
2023,3,386,404-555-1286,76.21,720,537,414.46209716796875
2023,3,387,404-555-1287,52.61,673,477,384.7261047363281
2023,3,388,404-555-1288,97.4,454,952,323.17401123046875
2023,3,389,404-555-1289,7.79,513,533,309.8778991699219
2023,3,390,404-555-1290,92.14,903,972,549.6213989257812
2023,3,391,404-555-1291,5.06,563,817,363.2506103515625
2023,3,392,404-555-1292,18.36,990,8,495.98358154296875
2023,3,393,404-555-1293,41.89,709,627,417.6189270019531
2023,3,395,404-555-1295,42.98,320,126,173.02980041503906
2023,3,396,404-555-1296,21.88,694,664,413.6188049316406
2023,3,397,404-555-1297,33.52,729,597,424.53521728515625
2023,3,398,404-555-1298,31.55,299,160,165.8155059814453
2023,3,399,404-555-1299,79.96,608,297,334.4996032714844
2023,3,401,404-555-1301,12.34,716,749,433.0234069824219
2023,3,402,404-555-1302,50.94,602,312,332.70941162109375
2023,3,404,404-555-1304,13.08,447,507,274.330810546875
2023,3,406,404-555-1306,75.16,437,610,280.2515869140625
2023,3,408,404-555-1308,57.6,829,321,447.1759948730469
2023,3,409,404-555-1309,90.4,827,678,482.2039794921875
2023,3,412,404-555-1312,21.12,924,577,519.9111938476562
2023,3,414,404-555-1314,52.64,527,255,289.5263977050781
2023,3,415,404-555-1315,78.87,763,789,461.1886901855469
2023,3,416,404-555-1316,5.46,484,331,275.15460205078125
2023,3,417,404-555-1317,6.8,477,622,300.76800537109375
2023,3,418,404-555-1318,46.69,928,112,475.6669006347656
2023,3,419,404-555-1319,66.7,805,817,484.86700439453125
2023,3,420,404-555-1320,87.46,374,109,198.77459716796875
2023,3,421,404-555-1321,39.28,806,594,462.79278564453125
2023,3,422,404-555-1322,12.42,862,295,460.62420654296875
2023,3,423,404-555-1323,16.6,848,725,496.6659851074219
2023,3,424,404-555-1324,70.86,607,690,373.2085876464844
2023,3,425,404-555-1325,57.53,400,799,280.4753112792969
2023,3,426,404-555-1326,0.81,353,527,229.20809936523438
2023,3,428,404-555-1328,85.37,498,236,273.4537048339844
2023,3,430,404-555-1330,46.56,184,713,163.76559448242188
2023,3,431,404-555-1331,54.74,555,847,362.7474060058594
2023,3,432,404-555-1332,6.77,301,383,188.86770629882812
2023,3,433,404-555-1333,15.2,354,751,252.25198364257812
2023,3,434,404-555-1334,47.33,871,366,472.57330322265625
2023,3,435,404-555-1335,25.3,496,886,336.8529968261719
2023,3,436,404-555-1336,48.66,781,996,490.58660888671875
2023,3,437,404-555-1337,72.96,456,947,323.4295959472656
2023,3,438,404-555-1338,10.32,357,761,254.70318603515625
2023,3,439,404-555-1339,43.12,880,141,454.5312194824219
2023,3,440,404-555-1340,26.27,964,774,559.6627197265625
2023,3,441,404-555-1341,33.98,613,178,324.6398010253906
2023,3,442,404-555-1342,67.52,189,556,150.77520751953125
2023,3,443,404-555-1343,16.44,980,64,496.56439208984375
2023,3,444,404-555-1344,67.02,217,708,179.97019958496094
2023,3,445,404-555-1345,95.78,851,526,479.05780029296875
2023,3,447,404-555-1347,93.85,700,389,389.8385009765625
2023,3,448,404-555-1348,31.71,383,876,279.4170837402344
2023,3,449,404-555-1349,28.28,987,553,549.0828247070312
2023,3,450,404-555-1350,2.49,749,324,406.9248962402344
2023,3,451,404-555-1351,92.67,132,921,159.02670288085938
2023,3,452,404-555-1352,62.72,421,329,244.02719116210938
2023,3,453,404-555-1353,14.11,398,733,272.44110107421875
2023,3,454,404-555-1354,52.93,930,90,474.529296875
2023,3,456,404-555-1356,27.18,629,921,406.8717956542969
2023,3,457,404-555-1357,65.64,649,518,376.9563903808594
2023,3,458,404-555-1358,6.19,558,112,290.26190185546875
2023,3,460,404-555-1360,21.71,834,662,483.4171142578125
2023,3,461,404-555-1361,74.33,396,396,238.3433074951172
2023,3,462,404-555-1362,32.14,797,10,399.8214111328125
2023,3,463,404-555-1363,55.92,481,590,300.0592041015625
2023,3,464,404-555-1364,31.12,649,694,394.211181640625
2023,3,465,404-555-1365,83.84,846,213,445.1383972167969
2023,3,467,404-555-1367,77.36,892,457,492.4736022949219
2023,3,468,404-555-1368,32.31,745,169,389.72308349609375
2023,3,470,404-555-1370,83.47,810,744,480.23468017578125
2023,3,472,404-555-1372,34.32,830,343,449.6431884765625
2023,3,473,404-555-1373,21.25,564,126,294.8125
2023,3,474,404-555-1374,64.38,465,322,265.34381103515625
2023,3,476,404-555-1376,86.81,271,867,223.068115234375
2023,3,477,404-555-1377,48.83,968,498,534.288330078125
2023,3,478,404-555-1378,55.36,484,409,283.45361328125
2023,3,480,404-555-1380,48.96,343,529,224.88958740234375
2023,3,481,404-555-1381,37.9,916,38,462.1789855957031
2023,3,482,404-555-1382,64.91,874,330,470.64910888671875
2023,3,483,404-555-1383,74.22,492,739,320.6422119140625
2023,3,484,404-555-1384,25.14,642,495,370.75140380859375
2023,3,485,404-555-1385,10.66,245,848,207.40660095214844
2023,3,487,404-555-1387,12.53,225,621,174.7252960205078
2023,3,489,404-555-1389,2.42,269,674,201.9241943359375
2023,3,490,404-555-1390,73.59,294,482,195.93589782714844
2023,3,491,404-555-1391,16.46,439,775,297.16461181640625
2023,3,492,404-555-1392,45.58,369,681,253.0557861328125
2023,3,493,404-555-1393,17.88,384,967,288.8788146972656
2023,3,494,404-555-1394,86.31,863,416,473.9631042480469
2023,3,495,404-555-1395,24.4,214,570,164.24400329589844
2023,3,497,404-555-1397,27.16,500,421,292.3716125488281
2023,3,498,404-555-1398,98.73,316,106,169.58731079101562
2023,3,499,404-555-1399,77.05,679,708,411.07049560546875
2023,3,500,404-555-1400,75.32,952,311,507.85321044921875
2023,3,501,404-555-1401,88.71,341,877,259.08709716796875
2023,3,502,404-555-1402,96.56,302,323,184.26560974121094
2023,3,504,404-555-1404,6.61,480,128,252.86610412597656
2023,3,505,404-555-1405,50.27,483,614,303.4027099609375
2023,3,506,404-555-1406,94.27,560,263,307.24267578125
2023,3,508,404-555-1408,82.86,722,210,382.82861328125
2023,3,510,404-555-1410,74.98,369,464,231.64981079101562
2023,3,511,404-555-1411,33.11,396,433,241.631103515625
2023,3,512,404-555-1412,95.14,699,444,394.85137939453125
2023,3,513,404-555-1413,89.53,605,372,340.5953063964844
2023,3,515,404-555-1415,46.99,504,746,327.06988525390625
2023,3,517,404-555-1417,17.4,783,392,430.8740234375
2023,3,520,404-555-1420,55.61,420,347,245.256103515625
2023,3,521,404-555-1421,27.81,623,121,323.87811279296875
2023,3,522,404-555-1422,2.27,189,681,162.62269592285156
2023,3,523,404-555-1423,64.37,187,970,191.14370727539062
2023,3,524,404-555-1424,63.3,156,922,170.8330078125
2023,3,525,404-555-1425,30.03,862,651,496.4002990722656
2023,3,526,404-555-1426,30.46,778,415,430.8045959472656
2023,3,527,404-555-1427,36.2,773,176,404.4620056152344
2023,3,528,404-555-1428,53.4,348,325,207.03399658203125
2023,3,530,404-555-1430,41.03,405,15,204.41029357910156
2023,3,531,404-555-1431,94.01,363,90,191.44009399414062
2023,3,532,404-555-1432,7.78,341,650,235.5778045654297
2023,3,533,404-555-1433,54.86,627,484,362.4486083984375
2023,3,534,404-555-1434,89.08,462,900,321.89080810546875
2023,3,535,404-555-1435,94.58,463,389,271.3457946777344
2023,3,536,404-555-1436,20.95,973,710,557.70947265625
2023,3,537,404-555-1437,82.7,727,726,436.927001953125
2023,3,538,404-555-1438,94.5,180,887,179.64500427246094
2023,3,539,404-555-1439,99.33,314,264,184.39329528808594
2023,3,540,404-555-1440,87.83,335,509,219.27828979492188
2023,3,541,404-555-1441,15.03,548,651,339.25030517578125
2023,3,542,404-555-1442,54.32,389,949,289.9432067871094
2023,3,543,404-555-1443,4.14,883,181,459.64141845703125
2023,3,544,404-555-1444,59.84,846,971,520.6983642578125
2023,3,545,404-555-1445,80.96,137,996,168.90960693359375
2023,3,546,404-555-1446,56.0,278,340,173.55999755859375
2023,3,547,404-555-1447,54.05,636,474,365.94049072265625
2023,3,551,404-555-1451,26.97,313,486,205.3697052001953
2023,3,553,404-555-1453,19.32,795,391,436.793212890625
2023,3,554,404-555-1454,16.42,320,273,187.46420288085938
2023,3,555,404-555-1455,21.87,429,609,275.61871337890625
2023,3,556,404-555-1456,9.3,629,693,383.89300537109375
2023,3,557,404-555-1457,38.89,922,121,473.4888916015625
2023,3,558,404-555-1458,72.25,994,681,565.822509765625
2023,3,559,404-555-1459,90.75,635,116,330.00750732421875
2023,3,561,404-555-1461,1.52,459,889,318.4151916503906
2023,3,562,404-555-1462,16.12,292,468,192.96119689941406
2023,3,563,404-555-1463,69.08,966,727,556.3908081054688
2023,3,564,404-555-1464,97.66,516,206,279.57659912109375
2023,3,565,404-555-1465,71.64,878,129,452.61639404296875
2023,3,566,404-555-1466,23.35,174,650,152.23348999023438
2023,3,567,404-555-1467,39.18,653,529,379.79180908203125
2023,3,568,404-555-1468,79.76,827,171,431.3976135253906
2023,3,572,404-555-1472,13.18,800,287,428.8318176269531
2023,3,573,404-555-1473,22.53,521,784,339.12530517578125
2023,3,574,404-555-1474,23.09,341,964,267.1308898925781
2023,3,575,404-555-1475,80.03,295,731,221.40029907226562
2023,3,576,404-555-1476,96.22,235,873,205.76220703125
2023,3,577,404-555-1477,44.86,693,524,399.3486022949219
2023,3,578,404-555-1478,14.09,644,432,365.3409118652344
2023,3,579,404-555-1479,2.53,556,951,373.12530517578125
2023,3,580,404-555-1480,26.36,800,706,470.8636169433594
2023,3,581,404-555-1481,87.42,612,14,308.2742004394531
2023,3,582,404-555-1482,20.16,977,719,560.6016235351562
2023,3,583,404-555-1483,18.51,344,875,259.68511962890625
2023,3,584,404-555-1484,31.77,786,725,465.81768798828125
2023,3,585,404-555-1485,97.55,422,790,290.9754943847656
2023,3,586,404-555-1486,39.49,435,230,240.8948974609375
2023,3,587,404-555-1487,6.81,635,408,358.36810302734375
2023,3,588,404-555-1488,94.04,594,525,350.4403991699219
2023,3,590,404-555-1490,89.26,435,772,295.59259033203125
2023,3,591,404-555-1491,46.52,915,113,469.26519775390625
2023,3,593,404-555-1493,23.13,501,397,290.4313049316406
2023,3,595,404-555-1495,47.69,627,463,360.2768859863281
2023,3,596,404-555-1496,68.71,746,822,455.8871154785156
2023,3,597,404-555-1497,8.62,393,946,291.1861877441406
2023,3,598,404-555-1498,78.03,299,262,176.4803009033203
2023,3,599,404-555-1499,25.96,477,393,278.0596008300781
